NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida,JogariaNovamente,EstadoEspirito,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 6,4,3.0,46.0,14.0,31.0,26.0,50,0,15,0,1.0,0.0,Half-Life 2,10.06,,,,,,,,,,,
Player 3,3,3.0,38.0,16.0,9.0,9.0,0,75,0,5,0.0,0.5,Half-Life 2,15.18,,,,,,,,,,,
Player 1,1,3.0,26.0,14.0,7.0,8.0,0,150,0,25,0.0,2.5,Spelunky,18.41,,,,,,,,,,,
Player 83,5,,,,,,15,2,10,15,1.5,1.5,Rise of Tomb Raider,20.15,SIM,Feliz,,,,,,,,,
Player 74,6,,,,,,35,0,0,0,20.0,0.0,Rise of Tomb Raider,17.43,SIM,Indiferente,,,,,,,,,
Player 74,5,,,,,,35,35,0,0,5.0,0.0,Rise of Tomb Raider,17.24,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,63.0,21.0,24.0,21.0,125,100,25,0,3.0,3.0,Half-Life 2,18.49,,,,,,,,,,,
Player 1,1,3.0,72.0,18.0,23.0,20.0,150,0,20,0,2.5,0.0,Half-Life 2,22.17,,,,,,,,,,,
Player 74,4,,,,,,15,15,5,15,1.5,1.5,Rise of Tomb Raider,16.32,SIM,Indiferente,,,,,,,,,
Player 3,5,3.0,38.0,15.0,9.0,9.0,25,0,15,0,2.5,0.0,Spelunky,17.36,,,,,,,,,,,
Player 5,2,,,,,,20,15,12,15,5.0,5.0,Rise of Tomb Raider,15.42,NAO,Indiferente,,,,,,,,,
Player 1,1,3.0,46.0,16.0,25.0,22.0,0,125,0,15,0.0,1.0,Half-Life 2,18.21,,,,,,,,,,,
Player 1,6,3.0,28.0,15.0,8.0,8.0,50,125,15,5,0.0,0.0,Spelunky,19.30,,,,,,,,,,,
Player 5,4,3.0,61.0,25.0,28.0,25.0,0,0,0,0,1.5,0.0,Half-Life 2,17.46,,,,,,,,,,,
Player 44,6,,,,,,0,15,0,0,0.0,2.5,Rise of Tomb Raider,13.56,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,80.0,38.0,22.0,19.0,0,75,0,5,0.0,3.0,Half-Life 2,17.44,,,,,,,,,,,
Player 3,5,3.0,54.0,22.0,9.0,9.0,0,25,0,25,0.0,0.0,Half-Life 2,13.19,,,,,,,,,,,
Player 3,4,3.0,39.0,14.0,9.0,9.0,0,50,0,15,0.0,1.5,Half-Life 2,17.02,,,,,,,,,,,
Player 1,5,3.0,27.0,18.0,21.0,15.0,75,0,5,0,0.0,0.0,FEAR,13.42,,,,,,,,,,,
Player 3,3,3.0,80.0,38.0,24.0,21.0,0,75,0,10,0.0,3.0,Half-Life 2,17.41,,,,,,,,,,,
Player 44,1,,,,,,20,10,10,5,2.5,2.5,Rise of Tomb Raider,14.09,NAO,Indiferente,,,,,,,,,
Player 1,0,3.0,25.0,19.0,11.0,11.0,150,50,20,20,1.5,1.5,FEAR,17.44,,,,,,,,,,,
Player 3,4,3.0,40.0,15.0,9.0,9.0,25,150,25,20,2.5,2.5,Half-Life 2,19.19,,,,,,,,,,,
Player 3,3,4.0,51.0,15.0,10.0,10.0,0,50,0,10,0.0,2.0,Half-Life 2,19.11,,,,,,,,,,,
Player 3,4,3.0,24.0,18.0,5.0,6.0,25,0,0,0,2.5,0.0,Half-Life 2,16.20,,,,,,,,,,,
Player 1,2,3.0,38.0,15.0,9.0,9.0,75,50,25,0,3.0,3.0,Half-Life 2,15.21,,,,,,,,,,,
Player 74,0,,,,,,0,40,0,40,0.0,20.0,Rise of Tomb Raider,14.14,NAO,Indiferente,,,,,,,,,
Player 3,1,3.0,36.0,15.0,10.0,10.0,150,0,10,0,0.5,0.0,Half-Life 2,15.45,,,,,,,,,,,
Player 74,0,,,,,,30,40,30,40,10.0,10.0,Rise of Tomb Raider,14.31,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,30.0,14.0,7.0,8.0,0,25,0,10,0.0,1.5,Half-Life 2,17.22,,,,,,,,,,,
Player 1,6,3.0,74.0,29.0,12.0,11.0,0,25,0,10,0.0,0.0,Half-Life 2,16.58,,,,,,,,,,,
Player 39,3,4.0,30.0,14.0,8.0,9.0,100,50,0,25,0.0,0.5,Half-Life 2,15.4,NAO,Indiferente,22.0,F,Engenharia de Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,3,3.0,35.0,18.0,8.0,8.0,50,100,20,0,1.5,1.5,Half-Life 2,15.41,,,,,,,,,,,
Player 45,6,3.0,39.0,14.0,9.0,9.0,50,0,20,0,1.0,0.0,Half-Life 2,12.1,SIM,Feliz,19.0,M,Matemática,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 5,5,,,,,,2,0,12,0,3.0,0.0,Rise of Tomb Raider,16.21,SIM,Indiferente,,,,,,,,,
Player 1,4,,,,,,0,15,0,15,0.0,1.5,Spelunky,18.43,NAO,Indiferente,,,,,,,,,
Player 1,4,3.0,30.0,13.0,9.0,9.0,0,100,0,25,0.0,3.0,Spelunky,17.21,,,,,,,,,,,
Player 3,5,3.0,34.0,14.0,9.0,9.0,50,0,25,0,1.5,0.0,Half-Life 2,18.48,,,,,,,,,,,
Player 3,3,3.0,39.0,14.0,9.0,9.0,50,25,25,15,2.5,2.5,Half-Life 2,19.53,,,,,,,,,,,
Player 3,4,3.0,35.0,14.0,9.0,9.0,0,150,0,0,0.0,0.0,Half-Life 2,18.24,,,,,,,,,,,
Player 10,5,4.0,19.0,15.0,9.0,9.0,0,75,0,20,0.0,3.0,Spelunky,,SIM,Indiferente,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 20,5,3.0,32.0,13.0,9.0,9.0,25,0,0,0,1.5,0.0,Half-Life 2,14.7,SIM,Feliz,25.0,M,Ciências da computação,5.0,-1080p,60.0,Half-Life 2,-1.0,Mouse
Player 1,6,3.0,69.0,27.0,35.0,30.0,25,0,0,0,2.5,0.0,Half-Life 2,18.44,,,,,,,,,,,
Player 3,3,3.0,72.0,28.0,9.0,9.0,75,0,0,0,2.5,0.0,Half-Life 2,16.38,,,,,,,,,,,
Player 3,5,3.0,34.0,19.0,8.0,8.0,0,50,0,25,0.0,1.5,Half-Life 2,16.04,,,,,,,,,,,
Player 5,2,4.0,78.0,36.0,30.0,26.0,50,75,10,10,1.5,1.5,Half-Life 2,17.46,,,,,,,,,,,
Player 44,0,,,,,,40,40,40,30,10.0,10.0,Rise of Tomb Raider,19.13,NAO,Indiferente,,,,,,,,,
Player 74,1,,,,,,0,35,0,40,0.0,10.0,Rise of Tomb Raider,16.22,NAO,Indiferente,,,,,,,,,
Player 1,6,3.0,28.0,15.0,8.0,8.0,75,0,5,0,0.0,0.0,Spelunky,18.35,,,,,,,,,,,
Player 51,5,3.0,22.0,16.0,19.0,14.0,100,0,25,0,2.0,0.0,FEAR,10.0,SIM,Feliz,22.0,M,Engenharia Metalúrgica,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,0,3.0,25.0,14.0,6.0,8.0,100,0,10,0,3.0,0.0,Half-Life 2,17.52,,,,,,,,,,,
Player 1,2,3.0,63.0,21.0,25.0,21.0,100,50,10,5,2.5,2.5,Half-Life 2,18.43,,,,,,,,,,,
Player 1,0,,,,,,30,30,5,15,0.0,2.0,Spelunky,19.25,NAO,Indiferente,,,,,,,,,
Player 44,0,,,,,,35,30,40,30,20.0,20.0,Rise of Tomb Raider,20.25,NAO,Indiferente,,,,,,,,,
Player 1,3,3.0,28.0,13.0,10.0,7.0,0,50,0,25,0.0,0.5,Spelunky,18.17,,,,,,,,,,,
Player 1,6,,,,,,0,2,0,10,0.0,2.0,Spelunky,17.37,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,25.0,15.0,6.0,7.0,150,25,15,10,2.5,2.5,Half-Life 2,15.47,,,,,,,,,,,
Player 50,4,3.0,39.0,16.0,9.0,9.0,50,50,15,25,0.5,0.5,Half-Life 2,15.7,SIM,Feliz,21.0,F,Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse e Manete e Celular
Player 46,3,3.0,24.0,15.0,13.0,12.0,150,0,5,0,0.5,0.0,Half-Life 2,16.6,SIM,Indiferente,22.0,M,Física,5.0,1080p,60.0,Nenhum,0.0,Celular
Player 1,2,4.0,19.0,14.0,9.0,9.0,100,0,0,0,1.5,0.0,Spelunky,13.27,,,,,,,,,,,
Player 81,1,,,,,,0,30,0,15,0.0,5.0,Spelunky,12.04,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,39.0,14.0,9.0,9.0,25,0,5,0,3.0,0.0,Half-Life 2,15.16,,,,,,,,,,,
Player 3,3,3.0,37.0,14.0,9.0,9.0,50,150,10,25,1.0,1.0,Half-Life 2,19.20,,,,,,,,,,,
Player 3,2,3.0,40.0,15.0,9.0,9.0,0,100,0,25,0.0,2.0,Half-Life 2,15.31,,,,,,,,,,,
Player 37,5,3.0,27.0,13.0,9.0,9.0,0,25,0,15,0.0,3.0,Spelunky,09.6,SIM,Feliz,53.0,F,Farmácia,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,6,3.0,39.0,14.0,9.0,9.0,75,150,0,10,0.0,0.0,Half-Life 2,15.21,,,,,,,,,,,
Player 4,4,3.0,23.0,14.0,7.0,8.0,25,0,5,0,3.0,0.0,Spelunky,17.32,,,,,,,,,,,
Player 1,4,,,,,,10,20,5,0,3.0,3.0,Spelunky,16.51,NAO,Indiferente,,,,,,,,,
Player 1,4,,,,,,15,0,10,0,2.5,0.0,Spelunky,18.08,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,33.0,14.0,8.0,8.0,150,50,0,25,3.0,3.0,Half-Life 2,19.25,,,,,,,,,,,
Player 36,4,3.0,23.0,17.0,22.0,15.0,75,0,0,0,3.0,0.0,FEAR,16.9,SIM,Feliz,27.0,M,Mestrado Física,-1.0,1080p,60.0,Nenhum,0.0,Manete
Player 1,6,3.0,36.0,15.0,8.0,9.0,75,100,5,15,0.0,0.0,Half-Life 2,19.59,,,,,,,,,,,
Player 3,1,3.0,38.0,15.0,9.0,9.0,75,0,15,0,1.5,0.0,Half-Life 2,16.09,,,,,,,,,,,
Player 68,6,4.0,16.0,18.0,16.0,12.0,25,0,20,0,2.0,0.0,FEAR,19.1,SIM,Indiferente,20.0,M,Ciências da Computação,2.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 67,5,3.0,27.0,19.0,14.0,13.0,50,100,25,10,0.0,0.0,Half-Life 2,15.3,SIM,Indiferente,21.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 5,0,,,,,,0,30,0,15,0.0,3.0,Rise of Tomb Raider,16.25,NAO,Indiferente,,,,,,,,,
Player 2,5,4.0,45.0,12.0,18.0,13.0,75,100,20,20,2.5,2.5,Half-Life 2,19.39,,,,,,,,,,,
Player 1,6,,,,,,0,2,0,15,0.0,1.5,Rise of Tomb Raider,20.02,SIM,Indiferente,,,,,,,,,
Player 74,1,,,,,,25,30,25,25,3.0,3.0,Rise of Tomb Raider,13.48,NAO,Indiferente,,,,,,,,,
Player 44,0,,,,,,35,0,40,0,10.0,0.0,Rise of Tomb Raider,21.25,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,30.0,14.0,8.0,9.0,50,0,5,0,3.0,0.0,Half-Life 2,18.57,,,,,,,,,,,
Player 1,2,3.0,70.0,33.0,22.0,19.0,125,25,15,25,2.5,2.5,Half-Life 2,15.55,,,,,,,,,,,
Player 64,6,3.0,24.0,14.0,14.0,12.0,50,50,20,25,0.0,1.0,Half-Life 2,12.9,SIM,Feliz,20.0,N,Farmácia,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 5,4,,,,,,0,10,0,10,0.0,10.0,Rise of Tomb Raider,14.29,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,43.0,15.0,25.0,23.0,75,25,15,10,3.0,3.0,Half-Life 2,18.04,,,,,,,,,,,
Player 1,5,3.0,23.0,16.0,19.0,14.0,50,100,15,10,1.5,1.5,FEAR,13.46,,,,,,,,,,,
Player 1,1,3.0,77.0,34.0,22.0,20.0,0,125,0,25,0.0,0.5,Half-Life 2,16.35,,,,,,,,,,,
Player 81,6,,,,,,2,23,12,15,0.0,0.0,Spelunky,13.51,SIM,Indiferente,,,,,,,,,
Player 74,0,,,,,,10,0,15,0,2.0,0.0,Rise of Tomb Raider,17.14,NAO,Indiferente,,,,,,,,,
Player 1,2,,,,,,20,20,15,10,3.0,3.0,Spelunky,17.25,NAO,Indiferente,,,,,,,,,
Player 1,3,3.0,30.0,12.0,9.0,9.0,0,100,0,25,0.0,0.5,Spelunky,19.50,,,,,,,,,,,
Player 68,6,7.0,10.0,13.0,6.0,7.0,125,25,15,5,0.0,0.0,Half-Life 2,19.7,SIM,Indiferente,20.0,M,Ciências da Computação,2.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 1,6,3.0,37.0,15.0,9.0,9.0,125,50,10,15,0.0,0.0,Spelunky,18.54,,,,,,,,,,,
Player 3,5,3.0,38.0,16.0,11.0,11.0,25,0,0,0,1.5,0.0,Half-Life 2,15.8,SIM,Indiferente,29.0,M,Doutorado Física,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 5,5,,,,,,0,40,0,0,0.0,10.0,Rise of Tomb Raider,15.14,SIM,Indiferente,,,,,,,,,
Player 5,2,3.0,36.0,15.0,8.0,9.0,150,0,15,0,1.5,0.0,Half-Life 2,15.40,,,,,,,,,,,
Player 83,5,,,,,,2,40,25,40,0.0,10.0,Rise of Tomb Raider,16.12,SIM,Feliz,,,,,,,,,
Player 74,3,,,,,,30,0,0,0,10.0,0.0,Rise of Tomb Raider,12.49,SIM,Indiferente,,,,,,,,,
Player 3,0,4.0,79.0,19.0,25.0,22.0,0,125,0,20,0.0,2.5,Half-Life 2,19.44,,,,,,,,,,,
Player 10,4,3.0,38.0,15.0,9.0,10.0,75,0,0,0,1.0,0.0,Half-Life 2,,SIM,Indiferente,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 1,5,3.0,37.0,15.0,8.0,9.0,25,75,20,15,3.0,3.0,Half-Life 2,20.31,,,,,,,,,,,
Player 5,2,3.0,49.0,15.0,28.0,25.0,0,50,0,25,0.0,2.5,Half-Life 2,20.16,,,,,,,,,,,
Player 3,2,3.0,36.0,16.0,10.0,10.0,125,0,15,0,2.5,0.0,Half-Life 2,15.27,,,,,,,,,,,
Player 44,5,,,,,,15,0,5,0,1.5,0.0,Rise of Tomb Raider,14.5,SIM,Indiferente,,,,,,,,,
Player 5,3,3.0,45.0,14.0,30.0,26.0,100,125,25,10,2.0,2.0,Half-Life 2,19.45,,,,,,,,,,,
Player 3,6,3.0,36.0,14.0,9.0,9.0,0,50,0,5,3.0,3.0,Half-Life 2,19.29,,,,,,,,,,,
Player 1,1,3.0,26.0,12.0,8.0,9.0,0,125,0,5,0.0,2.5,Spelunky,15.45,,,,,,,,,,,
Player 3,2,3.0,24.0,13.0,6.0,8.0,0,50,0,15,0.0,3.0,Half-Life 2,14.58,,,,,,,,,,,
Player 74,0,,,,,,0,40,0,40,0.0,20.0,Rise of Tomb Raider,13.37,NAO,Indiferente,,,,,,,,,
Player 3,5,3.0,80.0,38.0,22.0,20.0,0,50,0,25,0.0,0.0,Half-Life 2,17.42,,,,,,,,,,,
Player 1,1,3.0,38.0,14.0,10.0,10.0,125,0,15,0,1.5,0.0,Half-Life 2,16.23,,,,,,,,,,,
Player 3,4,3.0,29.0,15.0,8.0,9.0,0,75,0,0,0.0,0.5,Half-Life 2,15.15,,,,,,,,,,,
Player 1,5,,,,,,2,0,10,0,1.5,0.0,Spelunky,17.56,SIM,Indiferente,,,,,,,,,
Player 74,6,,,,,,0,0,0,0,0.0,10.0,Rise of Tomb Raider,16.47,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,73.0,27.0,9.0,9.0,75,50,0,15,1.5,1.5,Half-Life 2,16.34,,,,,,,,,,,
Player 3,2,3.0,34.0,16.0,8.0,9.0,125,150,10,10,3.0,3.0,Half-Life 2,15.04,,,,,,,,,,,
Player 1,5,3.0,24.0,16.0,22.0,16.0,25,150,10,0,3.0,3.0,FEAR,13.26,,,,,,,,,,,
Player 69,6,4.0,21.0,14.0,12.0,12.0,0,125,0,20,0.0,1.0,Half-Life 2,,SIM,Indiferente,21.0,M,Engenharia Mecânica,1.0,1080p,60.0,Nenhum,0.0,Manete
Player 3,6,3.0,25.0,16.0,18.0,14.0,25,50,10,0,3.0,3.0,FEAR,21.36,,,,,,,,,,,
Player 74,0,,,,,,35,0,25,0,10.0,0.0,Rise of Tomb Raider,16.13,NAO,Indiferente,,,,,,,,,
Player 5,2,3.0,38.0,14.0,8.0,8.0,125,0,20,0,2.5,0.0,Half-Life 2,15.28,,,,,,,,,,,
Player 1,6,3.0,38.0,15.0,9.0,9.0,50,125,0,5,3.0,3.0,Half-Life 2,16.18,,,,,,,,,,,
Player 3,2,3.0,31.0,14.0,8.0,9.0,100,0,15,0,3.0,0.0,Half-Life 2,22.39,,,,,,,,,,,
Player 83,0,,,,,,0,40,0,25,0.0,10.0,Rise of Tomb Raider,16.25,NAO,Feliz,,,,,,,,,
Player 59,6,4.0,24.0,15.0,8.0,8.0,125,125,0,0,0.0,0.0,Spelunky,15.1,SIM,Triste,25.0,F,Ciências da Computação,8.0,1080p,144.0,FEAR,-1.0,Mouse e Manete
Player 5,0,,,,,,0,30,0,12,0.0,5.0,Rise of Tomb Raider,15.13,NAO,Indiferente,,,,,,,,,
Player 86,0,,,,,,40,30,30,30,20.0,20.0,Rise of Tomb Raider,16.42,NAO,Feliz,,,,,,,,,
Player 3,5,3.0,70.0,26.0,8.0,9.0,100,0,10,0,0.0,0.0,Half-Life 2,15.26,,,,,,,,,,,
Player 3,3,3.0,73.0,18.0,24.0,21.0,50,100,25,20,0.5,0.5,Half-Life 2,19.33,,,,,,,,,,,
Player 1,5,3.0,44.0,14.0,25.0,22.0,50,75,0,20,3.0,3.0,Half-Life 2,19.27,,,,,,,,,,,
Player 44,0,,,,,,40,40,30,0,20.0,20.0,Rise of Tomb Raider,19.36,NAO,Indiferente,,,,,,,,,
Player 5,3,3.0,46.0,14.0,27.0,24.0,75,50,25,15,3.0,3.0,Half-Life 2,19.21,,,,,,,,,,,
Player 44,5,,,,,,0,15,0,15,0.0,1.5,Rise of Tomb Raider,13.36,SIM,Indiferente,,,,,,,,,
Player 1,3,3.0,65.0,25.0,35.0,30.0,100,0,5,0,3.0,0.0,Half-Life 2,17.42,,,,,,,,,,,
Player 83,1,,,,,,0,20,0,10,0.0,3.0,Rise of Tomb Raider,19.31,SIM,Feliz,,,,,,,,,
Player 5,4,3.0,68.0,52.0,27.0,24.0,50,150,25,5,0.5,0.5,Half-Life 2,13.55,,,,,,,,,,,
Player 3,4,3.0,49.0,16.0,8.0,9.0,50,125,20,0,0.0,3.0,Half-Life 2,19.33,,,,,,,,,,,
Player 1,4,3.0,80.0,21.0,23.0,20.0,50,150,25,0,0.0,2.5,Half-Life 2,22.37,,,,,,,,,,,
Player 43,3,5.0,26.0,13.0,6.0,8.0,100,50,5,25,2.5,2.5,Half-Life 2,15.8,SIM,Feliz,29.0,F,Design,8.0,1080p,60.0,Nenhum,0.0,Manete
Player 21,4,3.0,37.0,14.0,9.0,9.0,50,0,10,0,1.5,0.0,Half-Life 2,,NAO,Triste,22.0,M,Sistemas de Informação,2.0,1080p,60.0,Nenhum,0.0,Manete
Player 44,6,,,,,,10,10,15,15,0.0,2.5,Rise of Tomb Raider,14.39,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,33.0,13.0,7.0,7.0,100,75,25,20,0.0,0.5,Half-Life 2,16.16,,,,,,,,,,,
Player 1,6,,,,,,2,20,15,15,3.0,3.0,Rise of Tomb Raider,19.54,SIM,Indiferente,,,,,,,,,
Player 10,3,3.0,39.0,15.0,10.0,10.0,50,0,20,0,3.0,0.0,Half-Life 2,,NAO,Feliz,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 3,0,3.0,30.0,18.0,22.0,15.0,50,0,25,0,0.5,0.0,FEAR,17.57,,,,,,,,,,,
Player 3,5,3.0,72.0,28.0,9.0,9.0,50,50,15,20,0.0,0.0,Half-Life 2,16.37,,,,,,,,,,,
Player 52,5,3.0,35.0,14.0,9.0,9.0,25,50,20,10,0.0,2.0,Half-Life 2,14.3,SIM,Feliz,20.0,M,Ciências da Computação,6.0,-1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 5,2,3.0,37.0,14.0,8.0,9.0,50,150,10,15,1.0,1.0,Half-Life 2,17.03,,,,,,,,,,,
Player 1,1,3.0,36.0,14.0,9.0,9.0,125,0,15,0,1.5,0.0,Half-Life 2,16.41,,,,,,,,,,,
Player 74,6,,,,,,35,35,0,40,0.0,20.0,Rise of Tomb Raider,14.39,SIM,Indiferente,,,,,,,,,
Player 83,5,,,,,,2,0,40,0,0.0,10.0,Rise of Tomb Raider,16.53,SIM,Feliz,,,,,,,,,
Player 1,1,3.0,38.0,14.0,9.0,9.0,125,0,10,0,1.0,0.0,Half-Life 2,16.47,,,,,,,,,,,
Player 38,4,3.0,39.0,14.0,9.0,10.0,0,25,0,20,0.0,1.0,Half-Life 2,14.7,SIM,Feliz,18.0,F,Ensino Médio,0.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,5,3.0,21.0,12.0,5.0,7.0,25,125,20,10,0.5,0.5,Half-Life 2,14.36,,,,,,,,,,,
Player 3,3,3.0,35.0,15.0,9.0,9.0,0,75,0,10,0.0,0.5,Half-Life 2,17.00,,,,,,,,,,,
Player 1,5,3.0,30.0,13.0,9.0,9.0,50,0,5,0,0.0,0.0,Spelunky,14.09,,,,,,,,,,,
Player 1,5,3.0,75.0,56.0,31.0,27.0,50,50,0,25,0.5,0.5,Half-Life 2,14.36,,,,,,,,,,,
Player 1,5,3.0,43.0,13.0,26.0,23.0,25,0,15,0,0.5,0.0,Half-Life 2,17.58,,,,,,,,,,,
Player 64,3,3.0,17.0,13.0,8.0,8.0,100,50,25,0,2.0,2.0,Spelunky,12.6,SIM,Feliz,20.0,N,Farmácia,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 82,6,,,,,,0,10,0,10,0.0,2.5,Rise of Tomb Raider,17.04,SIM,Indiferente,,,,,,,,,
Player 83,4,,,,,,0,10,0,0,0.0,2.5,Rise of Tomb Raider,20.44,SIM,Feliz,,,,,,,,,
Player 3,3,3.0,50.0,16.0,38.0,32.0,50,0,25,0,0.0,0.0,Half-Life 2,18.34,,,,,,,,,,,
Player 1,2,3.0,37.0,13.0,9.0,9.0,100,125,15,0,3.0,3.0,Half-Life 2,14.20,,,,,,,,,,,
Player 60,3,4.0,22.0,16.0,17.0,13.0,0,25,0,10,0.0,2.5,FEAR,16.4,SIM,Indiferente,21.0,M,Sistemas de Informação,8.0,1080p,75.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,5,,,,,,0,15,0,0,0.0,3.0,Spelunky,16.39,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,40.0,15.0,10.0,10.0,0,50,0,5,0.0,2.0,Half-Life 2,17.40,,,,,,,,,,,
Player 3,6,3.0,40.0,15.0,9.0,9.0,0,0,0,0,0.0,1.5,Half-Life 2,16.33,,,,,,,,,,,
Player 3,4,3.0,39.0,14.0,9.0,10.0,25,0,15,0,1.5,0.0,Half-Life 2,17.32,,,,,,,,,,,
Player 28,5,3.0,23.0,15.0,8.0,9.0,25,0,15,0,0.5,0.0,Spelunky,16.4,SIM,Indiferente,22.0,M,Ciências da Computação,6.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,3,3.0,48.0,14.0,25.0,22.0,0,75,0,5,0.0,1.0,Half-Life 2,18.43,,,,,,,,,,,
Player 1,1,,,,,,0,20,0,15,0.0,1.5,Spelunky,18.02,NAO,Indiferente,,,,,,,,,
Player 44,6,,,,,,0,2,0,15,0.0,2.5,Rise of Tomb Raider,13.42,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,42.0,15.0,27.0,23.0,0,0,0,0,0.0,1.0,Half-Life 2,18.11,,,,,,,,,,,
Player 1,5,3.0,28.0,14.0,8.0,8.0,50,150,5,20,0.0,1.0,Spelunky,16.07,,,,,,,,,,,
Player 81,5,,,,,,15,0,20,0,4.0,0.0,Spelunky,11.37,SIM,Indiferente,,,,,,,,,
Player 1,0,3.0,43.0,13.0,24.0,21.0,150,100,5,5,1.0,1.0,Half-Life 2,18.01,,,,,,,,,,,
Player 1,5,3.0,19.0,14.0,4.0,6.0,0,150,0,0,2.5,2.5,Half-Life 2,20.36,,,,,,,,,,,
Player 5,4,,,,,,10,10,12,15,3.0,3.0,Rise of Tomb Raider,15.57,NAO,Indiferente,,,,,,,,,
Player 3,2,3.0,36.0,14.0,9.0,10.0,75,0,25,0,3.0,0.0,Half-Life 2,14.52,,,,,,,,,,,
Player 1,6,,,,,,2,15,10,10,0.0,0.0,Spelunky,18.46,SIM,Indiferente,,,,,,,,,
Player 6,4,4.0,52.0,15.0,28.0,25.0,50,50,0,10,2.0,2.0,Half-Life 2,10.23,,,,,,,,,,,
Player 1,4,4.0,66.0,18.0,32.0,28.0,75,75,20,0,0.5,0.5,Half-Life 2,19.55,,,,,,,,,,,
Player 1,5,3.0,58.0,17.0,31.0,27.0,0,50,0,10,0.0,1.5,Half-Life 2,18.21,,,,,,,,,,,
Player 1,6,,,,,,0,15,0,5,0.0,2.5,Spelunky,17.59,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,38.0,15.0,8.0,8.0,0,150,0,0,0.0,3.0,Half-Life 2,20.07,,,,,,,,,,,
Player 41,1,3.0,27.0,17.0,17.0,13.0,25,50,15,15,0.0,1.0,FEAR,16.9,NAO,Triste,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 1,6,3.0,31.0,12.0,9.0,9.0,0,125,0,5,0.0,0.0,Spelunky,19.46,,,,,,,,,,,
Player 3,2,3.0,33.0,13.0,8.0,9.0,0,75,0,15,0.0,3.0,Half-Life 2,16.32,,,,,,,,,,,
Player 74,4,,,,,,40,0,0,0,20.0,0.0,Rise of Tomb Raider,13.22,SIM,Indiferente,,,,,,,,,
Player 1,1,3.0,26.0,14.0,6.0,8.0,100,0,10,0,2.5,0.0,Half-Life 2,13.51,,,,,,,,,,,
Player 5,2,3.0,26.0,13.0,7.0,8.0,125,50,20,20,2.5,2.5,Half-Life 2,17.21,,,,,,,,,,,
Player 3,2,3.0,37.0,14.0,9.0,9.0,50,0,10,0,0.5,0.0,Half-Life 2,14.45,,,,,,,,,,,
Player 5,2,3.0,37.0,15.0,8.0,9.0,150,50,20,25,1.0,1.0,Half-Life 2,15.49,,,,,,,,,,,
Player 50,4,4.0,28.0,19.0,20.0,14.0,25,0,15,0,2.5,0.0,FEAR,15.1,SIM,Feliz,21.0,F,Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse e Manete e Celular
Player 3,3,3.0,31.0,14.0,8.0,8.0,50,50,20,5,1.5,1.5,Half-Life 2,19.01,,,,,,,,,,,
Player 74,5,,,,,,10,25,20,15,10.0,10.0,Rise of Tomb Raider,17.03,SIM,Indiferente,,,,,,,,,
